.2021-05-03 10:48:24,786 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Execution python script started.
2021-05-04 00:18:09,451 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:18:10,206 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 60900 records read from table:Renew2.
2021-05-04 00:18:10,231 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew2 created successfully with 60900 records
2021-05-04 00:18:12,073 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 383682 records read from table:InfRen202101.
2021-05-04 00:18:12,093 - GW_IPM_RENRATIO REGIONAL AUTO INFO - InfRenSubset202101 created successfully with 56932 records
2021-05-04 00:18:13,435 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 378172 records read from table:InfRen202102.
2021-05-04 00:18:13,455 - GW_IPM_RENRATIO REGIONAL AUTO INFO - InfRenSubset202102 created successfully with 59671 records
2021-05-04 00:18:13,714 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 00:18:13,714 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Renew3 table
2021-05-04 00:18:14,099 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table RENEW3 created successfully with 60900 records.
2021-05-04 00:18:14,100 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:18:14,100 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 00:18:14,100 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Renew4 table
2021-05-04 00:18:14,682 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table RENEW4 created successfully with 60900 records.
2021-05-04 00:18:14,682 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:18:15,641 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 60900 records read from table:Renew4.
2021-05-04 00:18:15,763 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew6 created successfully with 60900 records
2021-05-04 00:18:17,374 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 60900 records read from table:Renew6.
2021-05-04 00:18:17,626 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table HHLD1 created successfully with 32661 records and 31 columns.
2021-05-04 00:18:19,658 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 379635 records read from table:driver202012.
2021-05-04 00:18:19,658 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVER202012 created successfully with 379635 records and 43 columns.
2021-05-04 00:18:33,904 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 379635 records read from table:driver.
2021-05-04 00:18:34,154 - GW_IPM_RENRATIO REGIONAL AUTO INFO - driver created successfully with 379635 records
2021-05-04 00:18:37,801 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 319883 records read from table:drivergenii202012.
2021-05-04 00:18:37,801 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVERGENII202012 created successfully with 319883 records and 72 columns.
2021-05-04 00:18:46,974 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 379635 records read from table:driver.
2021-05-04 00:18:58,743 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 319883 records read from table:drivergenii.
2021-05-04 00:19:02,684 - GW_IPM_RENRATIO REGIONAL AUTO INFO - driver created successfully with 654718 records
2021-05-04 00:19:05,865 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 654718 records read from table:driver.
2021-05-04 00:19:06,066 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVER created successfully with 210529 records and 9 columns.
2021-05-04 00:19:11,259 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 58808 records read from table:inforce202012.
2021-05-04 00:19:11,296 - GW_IPM_RENRATIO REGIONAL AUTO INFO - termincep created successfully with 58808 records
2021-05-04 00:19:57,150 - GW_IPM_RENRATIO REGIONAL AUTO INFO - termincep created successfully with 389035 records
2021-05-04 00:19:58,618 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 389035 records read from table:termincep.
2021-05-04 00:19:58,765 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table TERMINCEP created successfully with 205871 records and 5 columns.
2021-05-04 00:19:59,988 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 00:19:59,988 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Hhld2 table
2021-05-04 00:20:00,456 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table HHLD2 created successfully with 32661 records.
2021-05-04 00:20:00,456 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:20:00,877 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 32661 records read from table:Hhld2.
2021-05-04 00:20:01,169 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Inf202012 created successfully with 32661 records
2021-05-04 00:20:02,786 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57892 records read from table:inforce202101.
2021-05-04 00:20:02,787 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCE202101 created successfully with 57892 records and 117 columns.
2021-05-04 00:20:08,874 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57892 records read from table:inforce202101.
2021-05-04 00:20:08,908 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen1 created successfully with 57892 records
2021-05-04 00:20:09,540 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 9839 records read from table:Gen1.
2021-05-04 00:20:09,700 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen1 created successfully with 9839 records
2021-05-04 00:20:17,433 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 325790 records read from table:inforcegenii202101.
2021-05-04 00:20:17,433 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCEGENII202101 created successfully with 325790 records and 213 columns.
2021-05-04 00:21:28,370 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 325790 records read from table:inforcegenii202101.
2021-05-04 00:21:29,955 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen2 created successfully with 325790 records
2021-05-04 00:22:09,308 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 56408 records read from table:Gen2.
2021-05-04 00:22:12,189 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen2 created successfully with 56408 records
2021-05-04 00:22:17,888 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew1 created successfully with 66247 records
2021-05-04 00:22:18,724 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 33195 records read from table:agent.
2021-05-04 00:22:18,724 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table AGENT created successfully with 33195 records and 14 columns.
2021-05-04 00:22:19,246 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 33195 records read from table:agent202101.
2021-05-04 00:22:19,259 - GW_IPM_RENRATIO REGIONAL AUTO INFO - agent created successfully with 33195 records
2021-05-04 00:22:19,397 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 00:22:19,397 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Renew2 table
2021-05-04 00:22:19,660 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table RENEW2 created successfully with 66247 records.
2021-05-04 00:22:19,660 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:22:20,485 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 66247 records read from table:Renew2.
2021-05-04 00:22:20,514 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew2 created successfully with 66247 records
2021-05-04 00:22:22,392 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 378172 records read from table:InfRen202102.
2021-05-04 00:22:22,413 - GW_IPM_RENRATIO REGIONAL AUTO INFO - InfRenSubset202102 created successfully with 57845 records
2021-05-04 00:22:22,661 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 00:22:22,661 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Renew3 table
2021-05-04 00:22:22,925 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table RENEW3 created successfully with 66247 records.
2021-05-04 00:22:22,926 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:22:22,926 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 00:22:22,926 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Renew4 table
2021-05-04 00:22:23,211 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table RENEW4 created successfully with 66247 records.
2021-05-04 00:22:23,211 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:22:24,126 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 66247 records read from table:Renew4.
2021-05-04 00:22:24,203 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew6 created successfully with 66247 records
2021-05-04 00:22:25,903 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 66247 records read from table:Renew6.
2021-05-04 00:22:26,176 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table HHLD1 created successfully with 34904 records and 31 columns.
2021-05-04 00:22:28,316 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 365044 records read from table:driver202101.
2021-05-04 00:22:28,317 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVER202101 created successfully with 365044 records and 43 columns.
2021-05-04 00:22:42,093 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 365044 records read from table:driver.
2021-05-04 00:22:42,339 - GW_IPM_RENRATIO REGIONAL AUTO INFO - driver created successfully with 365044 records
2021-05-04 00:22:46,104 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 315564 records read from table:drivergenii202101.
2021-05-04 00:22:46,104 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVERGENII202101 created successfully with 315564 records and 72 columns.
2021-05-04 00:22:55,118 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 365044 records read from table:driver.
2021-05-04 00:23:06,530 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 315564 records read from table:drivergenii.
2021-05-04 00:23:10,388 - GW_IPM_RENRATIO REGIONAL AUTO INFO - driver created successfully with 637066 records
2021-05-04 00:23:13,509 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 637066 records read from table:driver.
2021-05-04 00:23:13,702 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVER created successfully with 202918 records and 9 columns.
2021-05-04 00:23:18,808 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57892 records read from table:inforce202101.
2021-05-04 00:23:18,847 - GW_IPM_RENRATIO REGIONAL AUTO INFO - termincep created successfully with 57892 records
2021-05-04 00:24:04,280 - GW_IPM_RENRATIO REGIONAL AUTO INFO - termincep created successfully with 383682 records
2021-05-04 00:24:05,731 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 383682 records read from table:termincep.
2021-05-04 00:24:05,878 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table TERMINCEP created successfully with 202940 records and 5 columns.
2021-05-04 00:24:07,106 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 00:24:07,107 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Hhld2 table
2021-05-04 00:24:07,593 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table HHLD2 created successfully with 34904 records.
2021-05-04 00:24:07,593 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:24:08,063 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 34904 records read from table:Hhld2.
2021-05-04 00:24:08,379 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Inf202101 created successfully with 34904 records
2021-05-04 00:24:09,932 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57047 records read from table:inforce202102.
2021-05-04 00:24:09,932 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCE202102 created successfully with 57047 records and 117 columns.
2021-05-04 00:24:16,081 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57047 records read from table:inforce202102.
2021-05-04 00:24:16,115 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen1 created successfully with 57047 records
2021-05-04 00:24:16,675 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 0 records read from table:Gen1.
2021-05-04 00:24:16,676 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen1 created successfully with 0 records
2021-05-04 00:24:23,694 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 321125 records read from table:inforcegenii202102.
2021-05-04 00:24:23,694 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCEGENII202102 created successfully with 321125 records and 213 columns.
2021-05-04 00:25:33,795 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 321125 records read from table:inforcegenii202102.
2021-05-04 00:25:35,340 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen2 created successfully with 321125 records
2021-05-04 00:26:09,159 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 0 records read from table:Gen2.
2021-05-04 00:26:09,160 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen2 created successfully with 0 records
2021-05-04 00:26:12,327 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew1 created successfully with 0 records
2021-05-04 00:26:12,612 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 33369 records read from table:agent.
2021-05-04 00:26:12,613 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table AGENT created successfully with 33369 records and 14 columns.
2021-05-04 00:26:13,161 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 33369 records read from table:agent202102.
2021-05-04 00:26:13,173 - GW_IPM_RENRATIO REGIONAL AUTO INFO - agent created successfully with 33369 records
2021-05-04 00:26:13,313 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 00:26:13,313 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Renew2 table
2021-05-04 00:26:13,453 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table RENEW2 created successfully with None records.
2021-05-04 00:26:13,453 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:26:13,467 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 0 records read from table:Renew2.
2021-05-04 00:26:13,467 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew2 created successfully with 0 records
2021-05-04 00:26:14,435 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 66247 records read from table:Renew6.
2021-05-04 00:26:14,715 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table HHLD1 created successfully with 34904 records and 31 columns.
2021-05-04 00:26:17,064 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 359695 records read from table:driver202102.
2021-05-04 00:26:17,064 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVER202102 created successfully with 359695 records and 43 columns.
2021-05-04 00:26:31,246 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 359695 records read from table:driver.
2021-05-04 00:26:31,516 - GW_IPM_RENRATIO REGIONAL AUTO INFO - driver created successfully with 359695 records
2021-05-04 00:26:35,134 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 310973 records read from table:drivergenii202102.
2021-05-04 00:26:35,134 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVERGENII202102 created successfully with 310973 records and 72 columns.
2021-05-04 00:26:44,428 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 359695 records read from table:driver.
2021-05-04 00:26:56,277 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 310973 records read from table:drivergenii.
2021-05-04 00:27:00,092 - GW_IPM_RENRATIO REGIONAL AUTO INFO - driver created successfully with 627923 records
2021-05-04 00:27:03,396 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 627923 records read from table:driver.
2021-05-04 00:27:03,597 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVER created successfully with 199969 records and 9 columns.
2021-05-04 00:27:08,973 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57047 records read from table:inforce202102.
2021-05-04 00:27:09,017 - GW_IPM_RENRATIO REGIONAL AUTO INFO - termincep created successfully with 57047 records
2021-05-04 00:27:55,534 - GW_IPM_RENRATIO REGIONAL AUTO INFO - termincep created successfully with 378172 records
2021-05-04 00:27:56,995 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 378172 records read from table:termincep.
2021-05-04 00:27:57,148 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table TERMINCEP created successfully with 199990 records and 5 columns.
2021-05-04 00:27:58,407 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 00:27:58,407 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Hhld2 table
2021-05-04 00:27:58,905 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table HHLD2 created successfully with 34904 records.
2021-05-04 00:27:58,905 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 00:27:59,417 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 34904 records read from table:Hhld2.
2021-05-04 00:27:59,787 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Inf202102 created successfully with 34904 records
2021-05-04 00:28:01,239 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 32661 records read from table:Inf202012.
2021-05-04 00:28:01,473 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Inf202012 created successfully with 32661 records
2021-05-04 00:28:02,830 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 32661 records read from table:Inf202012.
2021-05-04 00:28:05,788 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table SUMMARYPREMIER created successfully with 148 records and 4 columns.
2021-05-04 00:28:05,863 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 148 records read from table:summaryPremier.







2021-05-04 06:13:40,006 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Execution python script started.
2021-05-04 06:13:40,006 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Imported all necessary python modules.
2021-05-04 06:13:40,006 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite3 temporary work DB set up completed.
2021-05-04 06:13:40,006 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Global dictionary initiated to resolve SAS macro varaibles.
2021-05-04 06:13:40,742 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57892 records read from table:inforce202101.
2021-05-04 06:13:40,742 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCE202101 created successfully with 57892 records and 117 columns.
2021-05-04 06:13:47,606 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57892 records read from table:inforce.
2021-05-04 06:13:47,737 - GW_IPM_RENRATIO REGIONAL AUTO INFO - inforceG1 created successfully with 57892 records
2021-05-04 06:13:56,816 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 325790 records read from table:inforcegenii202101.
2021-05-04 06:13:56,817 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCEGENII202101 created successfully with 325790 records and 213 columns.
2021-05-04 06:15:11,021 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 325790 records read from table:inforcegenii.
2021-05-04 06:15:12,239 - GW_IPM_RENRATIO REGIONAL AUTO INFO - inforceG2 name created successfully with 325790 records
2021-05-04 06:15:14,877 - GW_IPM_RENRATIO REGIONAL AUTO INFO - InfRen202101 created successfully with 383682 records
2021-05-04 06:15:16,827 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57047 records read from table:inforce202102.
2021-05-04 06:15:16,827 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCE202102 created successfully with 57047 records and 117 columns.
2021-05-04 06:15:23,597 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 57047 records read from table:inforce.
2021-05-04 06:15:23,726 - GW_IPM_RENRATIO REGIONAL AUTO INFO - inforceG1 created successfully with 57047 records
2021-05-04 06:15:32,161 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 321125 records read from table:inforcegenii202102.
2021-05-04 06:15:32,162 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCEGENII202102 created successfully with 321125 records and 213 columns.
2021-05-04 06:16:45,254 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 321125 records read from table:inforcegenii.
2021-05-04 06:16:46,416 - GW_IPM_RENRATIO REGIONAL AUTO INFO - inforceG2 name created successfully with 321125 records
2021-05-04 06:16:48,972 - GW_IPM_RENRATIO REGIONAL AUTO INFO - InfRen202102 created successfully with 378172 records
2021-05-04 06:16:50,991 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 58808 records read from table:inforce202012.
2021-05-04 06:16:50,991 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCE202012 created successfully with 58808 records and 117 columns.
2021-05-04 06:16:57,936 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 58808 records read from table:inforce202012.
2021-05-04 06:16:57,976 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen1 created successfully with 58808 records
2021-05-04 06:16:58,596 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 9442 records read from table:Gen1.
2021-05-04 06:16:58,764 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen1 created successfully with 9442 records
2021-05-04 06:17:07,535 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 330227 records read from table:inforcegenii202012.
2021-05-04 06:17:07,535 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table INFORCEGENII202012 created successfully with 330227 records and 213 columns.
2021-05-04 06:18:28,802 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 330227 records read from table:inforcegenii202012.
2021-05-04 06:18:31,548 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen2 created successfully with 330227 records
2021-05-04 06:19:16,924 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 51458 records read from table:Gen2.
2021-05-04 06:19:19,900 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Gen2 created successfully with 51458 records
2021-05-04 06:19:25,636 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew1 created successfully with 60900 records
2021-05-04 06:19:26,335 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 33050 records read from table:agent.
2021-05-04 06:19:26,335 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table AGENT created successfully with 33050 records and 14 columns.
2021-05-04 06:19:26,896 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 33050 records read from table:agent202012.
2021-05-04 06:19:26,909 - GW_IPM_RENRATIO REGIONAL AUTO INFO - agent created successfully with 33050 records
2021-05-04 06:19:27,059 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 06:19:27,059 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Renew2 table
2021-05-04 06:19:27,199 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table RENEW2 created successfully with 60900 records.
2021-05-04 06:19:27,199 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 06:19:28,020 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 60900 records read from table:Renew2.
2021-05-04 06:19:28,050 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew2 created successfully with 60900 records
2021-05-04 06:19:29,957 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 383682 records read from table:InfRen202101.
2021-05-04 06:19:29,981 - GW_IPM_RENRATIO REGIONAL AUTO INFO - InfRenSubset202101 created successfully with 56932 records
2021-05-04 06:19:31,426 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 378172 records read from table:InfRen202102.
2021-05-04 06:19:31,452 - GW_IPM_RENRATIO REGIONAL AUTO INFO - InfRenSubset202102 created successfully with 59671 records
2021-05-04 06:19:31,756 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 06:19:31,756 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Renew3 table
2021-05-04 06:19:32,128 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table RENEW3 created successfully with 60900 records.
2021-05-04 06:19:32,128 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 06:19:32,128 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Connected to SQLite temporary work DB
2021-05-04 06:19:32,129 - GW_IPM_RENRATIO REGIONAL AUTO INFO - executing Renew4 table
2021-05-04 06:19:32,561 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table RENEW4 created successfully with 60900 records.
2021-05-04 06:19:32,562 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Sqlite working DB connection is closed.
2021-05-04 06:19:33,656 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 60900 records read from table:Renew4.
2021-05-04 06:19:33,797 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Renew6 created successfully with 60900 records
2021-05-04 06:19:35,551 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 60900 records read from table:Renew6.
2021-05-04 06:19:35,855 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table HHLD1 created successfully with 32661 records and 31 columns.
2021-05-04 06:19:38,227 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 379635 records read from table:driver202012.
2021-05-04 06:19:38,227 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVER202012 created successfully with 379635 records and 43 columns.
2021-05-04 06:19:53,063 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 379635 records read from table:driver.
2021-05-04 06:19:53,352 - GW_IPM_RENRATIO REGIONAL AUTO INFO - driver created successfully with 379635 records
2021-05-04 06:19:57,293 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 319883 records read from table:drivergenii202012.
2021-05-04 06:19:57,293 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVERGENII202012 created successfully with 319883 records and 72 columns.
2021-05-04 06:20:06,899 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 379635 records read from table:driver.
2021-05-04 06:20:19,106 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 319883 records read from table:drivergenii.
2021-05-04 06:20:23,235 - GW_IPM_RENRATIO REGIONAL AUTO INFO - driver created successfully with 654718 records
2021-05-04 06:20:26,496 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 654718 records read from table:driver.
2021-05-04 06:20:26,707 - GW_IPM_RENRATIO REGIONAL AUTO INFO - Table DRIVER created successfully with 210529 records and 9 columns.
2021-05-04 06:20:32,476 - GW_IPM_RENRATIO REGIONAL AUTO INFO - There were total 58808 records read from table:inforce202012.
2021-05-04 06:20:32,520 - GW_IPM_RENRATIO REGIONAL AUTO INFO - termincep created successfully with 58808 records
2021-05-04 06:21:21,971 - GW_IPM_RENRATIO REGIONAL AUTO INFO - termincep created successfully with 389035 records
